Magnetic Field Strength (10X), ChA, Run #14
Time (s)	Magnetic Field Strength (10X) (T)
0.0000	0.0018945891
0.1000	0.0018945891
0.2000	0.0018945891
0.3000	0.0018945891
0.4000	0.0018994720
0.5000	0.0018994720
0.6000	0.0018945891
0.7000	0.0018945891
0.8000	0.0018945891
0.9000	0.0018945891
1.0000	0.0018945891
1.1000	0.0018945891
1.2000	0.0018945891
1.3000	0.0018945891
1.4000	0.0018945891
1.5000	0.0018945891
1.6000	0.0018994720
1.7000	0.0018945891
1.8000	0.0018994720
1.9000	0.0018945891
2.0000	0.0018945891
2.1000	0.0018945891
2.2000	0.0018945891
2.3000	0.0018945891
2.4000	0.0018945891
2.5000	0.0018945891
2.6000	0.0018945891
2.7000	0.0018994720
2.8000	0.0018945891
2.9000	0.0018945891
3.0000	0.0018945891
3.1000	0.0018945891
3.2000	0.0018945891
3.3000	0.0018945891
3.4000	0.0018945891
3.5000	0.0018945891
3.6000	0.0018945891
3.7000	0.0018945891
3.8000	0.0018945891
3.9000	0.0018945891
4.0000	0.0018945891
4.1000	0.0018945891
4.2000	0.0018945891
4.3000	0.0018945891
4.4000	0.0018945891
4.5000	0.0018945891
4.6000	0.0018945891
4.7000	0.0018945891
4.8000	0.0018945891
4.9000	0.0018945891
5.0000	0.0018945891
5.1000	0.0018945891
5.2000	0.0018945891
5.3000	0.0018945891
5.4000	0.0018945891
5.5000	0.0018897061
5.6000	0.0018945891
5.7000	0.0018945891
5.8000	0.0018945891
5.9000	0.0018945891
6.0000	0.0018945891
6.1000	0.0018945891
6.2000	0.0018945891
6.3000	0.0018945891
6.4000	0.0018945891
6.5000	0.0018994720
6.6000	0.0018945891
6.7000	0.0018945891
6.8000	0.0018897061
6.9000	0.0018945891
7.0000	0.0018945891
7.1000	0.0018945891
7.2000	0.0018945891
7.3000	0.0018945891
7.4000	0.0018945891
7.5000	0.0018945891
7.6000	0.0018945891
7.7000	0.0018945891
7.8000	0.0018945891
7.9000	0.0018945891
8.0000	0.0018945891
8.1000	0.0018994720
8.2000	0.0018945891
8.3000	0.0018994720
8.4000	0.0018945891
8.5000	0.0018945891
8.6000	0.0018945891
8.7000	0.0018945891
8.8000	0.0018945891
8.9000	0.0018945891
9.0000	0.0018945891
9.1000	0.0018945891
9.2000	0.0018945891
9.3000	0.0018945891
9.4000	0.0018945891
9.5000	0.0018945891
9.6000	0.0018945891
9.7000	0.0018945891
9.8000	0.0018945891
9.9000	0.0018897061
10.0000	0.0018945891
